//=============================================================
// 人工生命体 - 技能树数据库（公共库）
//=============================================================
//
// 数据库的格式说明:
// Class,SkillID,MaxLv,NeedLevel,Prerequisite SkillID1,Prerequisite SkillLv1,PrereqSkillID2,PrereqSkillLv2,PrereqSkillID3,PrereqSkillLv3,PrereqSkillID4,PrereqSkillLv4,PrereqSkillID5,PrereqSkillLv5,IntimacyLvReq //SKILLNAME#Skill Name#
//
// 01. Class                    Homunculus ID.
// 02. SkillID                  Skill ID of the homunuculus skill.
// 03. MaxLv                    Maximum level of the homunuculus skill.
// 04. NeedLevel                Homunculus level required for the skill to become available
// 05. Prerequisite SkillID     Homunculus skill required for the skill to become available.
// 06. Prerequisite SkillLv     Level of the required homunculus skill.
// ...
// 15. IntimacyLvReq			Minimum level of intimacy to unlock skill.
//
// NOTE: MAX_PC_SKILL_REQUIRE (typically 5) ID/Lv pairs must be specified.
//
//====================== 以下内容为正文 =======================

//丽芙
6012,8016,3,0,0,0,0,0,0,0,0,0,0,0,910 //生物爆炸
//丽芙2_H
6013,8001,5,0,0,0,0,0,0,0,0,0,0,0,0 //治愈之手
6013,8002,5,0,8001,3,0,0,0,0,0,0,0,0,0 //轻捷移动
6013,8003,5,0,8001,5,0,0,0,0,0,0,0,0,0 //脑手术
6013,8004,3,0,0,0,0,0,0,0,0,0,0,0,910 //智力变换
//艾咪斯可鲁2_H
6014,8005,5,0,0,0,0,0,0,0,0,0,0,0,0 //位置互换
6014,8006,5,0,8005,5,0,0,0,0,0,0,0,0,0 //防御力
6014,8007,5,0,8006,3,0,0,0,0,0,0,0,0,0 //活命之肤
6014,8008,3,0,0,0,0,0,0,0,0,0,0,0,910 //血的贪求
//飞里乐2_H
6015,8009,5,0,0,0,0,0,0,0,0,0,0,0,0 //月光
6015,8010,5,0,8009,3,0,0,0,0,0,0,0,0,0 //横越速度
6015,8011,5,0,8010,3,0,0,0,0,0,0,0,0,0 //紧急回避
6015,8012,3,0,0,0,0,0,0,0,0,0,0,0,910 //S.B.R.44
//巴尼米乐斯2_H
6016,8013,5,0,0,0,0,0,0,0,0,0,0,0,0 //善变
6016,8014,5,0,8013,3,0,0,0,0,0,0,0,0,0 //混乱的祈福
6016,8015,5,0,8013,5,0,0,0,0,0,0,0,0,0 //变更指示
6016,8016,3,0,0,0,0,0,0,0,0,0,0,0,910 //生物爆炸
//艾拉
6048,8022,5,128,0,0,0,0,0,0,0,0,0,0,0 	//重生之光
6048,8023,5,114,0,0,0,0,0,0,0,0,0,0,0	//瞬间增压
6048,8024,5,106,0,0,0,0,0,0,0,0,0,0,0	//音速刀刃
6048,8025,5,121,0,0,0,0,0,0,0,0,0,0,0 	//血腥魔刀
6048,8026,5,137,0,0,0,0,0,0,0,0,0,0,0 	//沉默微风
//巴伐利亚
6049,8031,5,105,0,0,0,0,0,0,0,0,0,0,0 	//钢铁之角
6049,8032,5,112,0,0,0,0,0,0,0,0,0,0,0 	//黄金脚跟
6049,8033,5,121,0,0,0,0,0,0,0,0,0,0,0 	//岩壁
6049,8034,5,138,0,0,0,0,0,0,0,0,0,0,0	//圣刺
6049,8035,5,130,0,0,0,0,0,0,0,0,0,0,0	//攻击准备
//塞拉
6050,8018,5,132,0,0,0,0,0,0,0,0,0,0,0 	//召唤虫团
6050,8019,5,105,0,0,0,0,0,0,0,0,0,0,0 	//麻痹针
6050,8020,5,116,0,0,0,0,0,0,0,0,0,0,0 	//剧毒粉
6050,8021,5,123,0,0,0,0,0,0,0,0,0,0,0 	//镇痛剂
//迪特尔
6051,8039,5,122,0,0,0,0,0,0,0,0,0,0,0 	//岩浆流动
6051,8040,5,116,0,0,0,0,0,0,0,0,0,0,0 	//花岗岩铠甲
6051,8041,5,109,0,0,0,0,0,0,0,0,0,0,0 	//熔岩滑动
6051,8042,5,131,0,0,0,0,0,0,0,0,0,0,0 	//火山尘暴
6051,8043,5,102,0,0,0,0,0,0,0,0,0,0,0 	//火山灰
//埃莉诺
6052,8027,1,100,0,0,0,0,0,0,0,0,0,0,0 	//转换型态
6052,8028,5,100,0,0,0,0,0,0,0,0,0,0,0 	//音速利爪
6052,8029,5,114,0,0,0,0,0,0,0,0,0,0,0 	//银脉冲击
6052,8030,5,128,0,0,0,0,0,0,0,0,0,0,0 	//午夜狂暴
6052,8036,5,100,0,0,0,0,0,0,0,0,0,0,0 	//粉碎骨折
6052,8037,5,112,0,0,0,0,0,0,0,0,0,0,0 	//连续突破组合
6052,8038,5,133,0,0,0,0,0,0,0,0,0,0,0 	//永恒快速组合
