//=============================================================
// 红色炸弹能召唤出来的魔物数据库（公共库）
//=============================================================
//
// 数据库的格式说明:
// MobRandomGroupID,MobID,DummyName,Rate
//
//====================== 以下内容为正文 =======================

MOBG_Red_Pouch_Of_Surprise,1045,马克,214285
MOBG_Red_Pouch_Of_Surprise,1047,大嘴鸟蛋,71428
MOBG_Red_Pouch_Of_Surprise,1048,盗虫卵,71428
MOBG_Red_Pouch_Of_Surprise,1049,小鸡,357142
MOBG_Red_Pouch_Of_Surprise,1050,蛋壳小鸡,357142
MOBG_Red_Pouch_Of_Surprise,1051,盗虫,357142
MOBG_Red_Pouch_Of_Surprise,1052,蝗虫,357142
MOBG_Red_Pouch_Of_Surprise,1053,浮勒盗虫,357142
MOBG_Red_Pouch_Of_Surprise,1054,玛勒盗虫,357142
MOBG_Red_Pouch_Of_Surprise,1055,摩卡,357142
MOBG_Red_Pouch_Of_Surprise,1056,狸猫,357142
MOBG_Red_Pouch_Of_Surprise,1057,溜溜猴,357142
MOBG_Red_Pouch_Of_Surprise,1058,重金属蝗虫,214285
MOBG_Red_Pouch_Of_Surprise,1060,大脚熊,214285
MOBG_Red_Pouch_Of_Surprise,1061,梦魇,71428
MOBG_Red_Pouch_Of_Surprise,1062,圣诞波利,357142
MOBG_Red_Pouch_Of_Surprise,1063,疯兔,357142
MOBG_Red_Pouch_Of_Surprise,1064,邪骸食人鱼,214285
MOBG_Red_Pouch_Of_Surprise,1065,海神,214285
MOBG_Red_Pouch_Of_Surprise,1066,螃蟹,357142
MOBG_Red_Pouch_Of_Surprise,1067,卡那多斯,214285
MOBG_Red_Pouch_Of_Surprise,1068,海葵,357142
MOBG_Red_Pouch_Of_Surprise,1069,异变鱼,214285
MOBG_Red_Pouch_Of_Surprise,1070,库克雷,357142
MOBG_Red_Pouch_Of_Surprise,1071,邪骸海盗,214285
MOBG_Red_Pouch_Of_Surprise,1072,卡浩,71428
MOBG_Red_Pouch_Of_Surprise,1073,卡拉蟹,214285
MOBG_Red_Pouch_Of_Surprise,1074,贝壳魔灵,357142
MOBG_Red_Pouch_Of_Surprise,1076,邪骸战士,357142
MOBG_Red_Pouch_Of_Surprise,1077,毒魔菇,357142
MOBG_Red_Pouch_Of_Surprise,1078,红草,71428
MOBG_Red_Pouch_Of_Surprise,1079,蓝草,71428
MOBG_Red_Pouch_Of_Surprise,1080,绿草,71428
MOBG_Red_Pouch_Of_Surprise,1081,黄草,71428
MOBG_Red_Pouch_Of_Surprise,1082,白草,71428
MOBG_Red_Pouch_Of_Surprise,1083,光芒草,71428
MOBG_Red_Pouch_Of_Surprise,1084,黑菇,71428
MOBG_Red_Pouch_Of_Surprise,1085,红菇,71428
MOBG_Red_Pouch_Of_Surprise,1088,摇滚蝗虫,71428
MOBG_Red_Pouch_Of_Surprise,1089,蛙王,71428
MOBG_Red_Pouch_Of_Surprise,1090,波利之王,71428
MOBG_Red_Pouch_Of_Surprise,1091,龙蝇,71428
MOBG_Red_Pouch_Of_Surprise,1092,流浪之狼,71428
MOBG_Red_Pouch_Of_Surprise,1093,蓝疯兔,71428
MOBG_Red_Pouch_Of_Surprise,1094,蜗牛,357142
MOBG_Red_Pouch_Of_Surprise,1095,白蚁,357142
MOBG_Red_Pouch_Of_Surprise,1096,天使波利,71428
MOBG_Red_Pouch_Of_Surprise,1097,白蚁幼虫,71428
MOBG_Red_Pouch_Of_Surprise,1099,艾吉欧蜈蚣,71428
MOBG_Red_Pouch_Of_Surprise,1100,艾斯蜘蛛,214285
MOBG_Red_Pouch_Of_Surprise,1101,小巴风特,71428
MOBG_Red_Pouch_Of_Surprise,1102,巫婆,71428
MOBG_Red_Pouch_Of_Surprise,1103,刺猬虫,214285
MOBG_Red_Pouch_Of_Surprise,1104,松鼠,357142
MOBG_Red_Pouch_Of_Surprise,1105,兵蚁,357142
MOBG_Red_Pouch_Of_Surprise,1106,沙漠之狼,214285
MOBG_Red_Pouch_Of_Surprise,1107,沙漠幼狼,71428
MOBG_Red_Pouch_Of_Surprise,1108,狄奥斯,71428
MOBG_Red_Pouch_Of_Surprise,1109,小恶魔,71428
MOBG_Red_Pouch_Of_Surprise,1110,土人,214285
MOBG_Red_Pouch_Of_Surprise,1111,红蝙蝠,214285
MOBG_Red_Pouch_Of_Surprise,1113,土波利,357142
MOBG_Red_Pouch_Of_Surprise,1114,猎蝇,214285
MOBG_Red_Pouch_Of_Surprise,1116,转转蛋,214285
MOBG_Red_Pouch_Of_Surprise,1117,闇神官,71428
MOBG_Red_Pouch_Of_Surprise,1118,噬人花,214285
MOBG_Red_Pouch_Of_Surprise,1119,伞蜥,214285
MOBG_Red_Pouch_Of_Surprise,1120,幽灵波利,71428
MOBG_Red_Pouch_Of_Surprise,1121,基尔瑟,214285
MOBG_Red_Pouch_Of_Surprise,1122,刺刀哥布灵,214285
MOBG_Red_Pouch_Of_Surprise,1123,链锤哥布灵,214285
MOBG_Red_Pouch_Of_Surprise,1124,大斧哥布灵,214285
MOBG_Red_Pouch_Of_Surprise,1125,榔头哥布灵,214285
MOBG_Red_Pouch_Of_Surprise,1126,刺锤哥布灵,214285
MOBG_Red_Pouch_Of_Surprise,1127,蚯蚓,214285
MOBG_Red_Pouch_Of_Surprise,1128,锹形虫,357142
MOBG_Red_Pouch_Of_Surprise,1129,鬼火,214285
MOBG_Red_Pouch_Of_Surprise,1130,南瓜先生,214285
MOBG_Red_Pouch_Of_Surprise,1131,裘卡,71428
MOBG_Red_Pouch_Of_Surprise,1132,卡利斯格,71428
MOBG_Red_Pouch_Of_Surprise,1133,大斧犬妖,214285
MOBG_Red_Pouch_Of_Surprise,1134,榔头犬妖,214285
MOBG_Red_Pouch_Of_Surprise,1135,刺锤犬妖,214285
MOBG_Red_Pouch_Of_Surprise,1138,魔锅蛋,214285
MOBG_Red_Pouch_Of_Surprise,1139,螳螂,214285
MOBG_Red_Pouch_Of_Surprise,1140,马尔杜克,214285
MOBG_Red_Pouch_Of_Surprise,1141,水母,214285
MOBG_Red_Pouch_Of_Surprise,1142,气泡虫,214285
MOBG_Red_Pouch_Of_Surprise,1143,傀儡娃娃,71428
MOBG_Red_Pouch_Of_Surprise,1144,乌贼,214285
MOBG_Red_Pouch_Of_Surprise,1145,土拨鼠,357142
MOBG_Red_Pouch_Of_Surprise,1146,黑狐,214285
MOBG_Red_Pouch_Of_Surprise,1148,米杜沙,71428
MOBG_Red_Pouch_Of_Surprise,1149,米洛斯,71428
MOBG_Red_Pouch_Of_Surprise,1151,麦斯特,214285
MOBG_Red_Pouch_Of_Surprise,1152,邪骸兽人,214285
MOBG_Red_Pouch_Of_Surprise,1153,兽人腐尸,214285
MOBG_Red_Pouch_Of_Surprise,1154,帕莎纳,71428
MOBG_Red_Pouch_Of_Surprise,1155,毕帝特地龙,71428
MOBG_Red_Pouch_Of_Surprise,1156,毕帝特飞龙,71428
MOBG_Red_Pouch_Of_Surprise,1158,剑鱼,214285
MOBG_Red_Pouch_Of_Surprise,1160,工蚁,357142
MOBG_Red_Pouch_Of_Surprise,1161,漂浮虫,357142
MOBG_Red_Pouch_Of_Surprise,1163,幽灵剑士,71428
MOBG_Red_Pouch_Of_Surprise,1164,诺可伊,214285
MOBG_Red_Pouch_Of_Surprise,1165,泥人,214285
MOBG_Red_Pouch_Of_Surprise,1166,野猪,214285
MOBG_Red_Pouch_Of_Surprise,1167,小野猪,357142
MOBG_Red_Pouch_Of_Surprise,1169,邪骸矿工,214285
MOBG_Red_Pouch_Of_Surprise,1170,鬼女,214285
MOBG_Red_Pouch_Of_Surprise,1174,瓢虫,357142
MOBG_Red_Pouch_Of_Surprise,1175,白鼠,357142
MOBG_Red_Pouch_Of_Surprise,1176,黑蚁,214285
MOBG_Red_Pouch_Of_Surprise,1177,兹诺克,214285
MOBG_Red_Pouch_Of_Surprise,1178,杰洛米,214285
MOBG_Red_Pouch_Of_Surprise,1179,白幽灵,71428
MOBG_Red_Pouch_Of_Surprise,1180,九尾狐,71428
MOBG_Red_Pouch_Of_Surprise,1182,蘑菇,71428
MOBG_Red_Pouch_Of_Surprise,1185,白幽灵,71428
MOBG_Red_Pouch_Of_Surprise,1186,巨大白幽灵,71428
MOBG_Red_Pouch_Of_Surprise,1188,妖道,214285
MOBG_Red_Pouch_Of_Surprise,1189,兽人弓箭手,71428
MOBG_Red_Pouch_Of_Surprise,1191,邪恶箱,71428
MOBG_Red_Pouch_Of_Surprise,1192,恶灵,71428
MOBG_Red_Pouch_Of_Surprise,1193,钟怪,71428
MOBG_Red_Pouch_Of_Surprise,1194,卷甲虫,71428
MOBG_Red_Pouch_Of_Surprise,1195,飞行魔书,71428
MOBG_Red_Pouch_Of_Surprise,1196,邪骸战俘,71428
MOBG_Red_Pouch_Of_Surprise,1197,腐尸战俘,71428
MOBG_Red_Pouch_Of_Surprise,1199,朽魔,71428
MOBG_Red_Pouch_Of_Surprise,1200,艾斯恩魔女,71428
MOBG_Red_Pouch_Of_Surprise,1201,瑞比欧,71428
MOBG_Red_Pouch_Of_Surprise,1202,阿修罗狂战士,71428
MOBG_Red_Pouch_Of_Surprise,1203,弑神者,71428
MOBG_Red_Pouch_Of_Surprise,1204,兽牙怪,71428
MOBG_Red_Pouch_Of_Surprise,1205,行刑者,71428
MOBG_Red_Pouch_Of_Surprise,1206,虎蜥人,71428
MOBG_Red_Pouch_Of_Surprise,1207,史汀,71428
MOBG_Red_Pouch_Of_Surprise,1208,邪骸浪人,71428
MOBG_Red_Pouch_Of_Surprise,1209,蓝鼠,71428
MOBG_Red_Pouch_Of_Surprise,1211,伊特瓢虫,71428
MOBG_Red_Pouch_Of_Surprise,1212,铁蝎,71428
MOBG_Red_Pouch_Of_Surprise,1213,兽人战士长,71428
MOBG_Red_Pouch_Of_Surprise,1214,巧克猴,71428
MOBG_Red_Pouch_Of_Surprise,1215,灰森灵,214285
MOBG_Red_Pouch_Of_Surprise,1216,梅纳海葵,71428
MOBG_Red_Pouch_Of_Surprise,1219,深渊骑士,71428
MOBG_Red_Pouch_Of_Surprise,1242,冰波利,357142
MOBG_Red_Pouch_Of_Surprise,1243,雪熊,214285
MOBG_Red_Pouch_Of_Surprise,1245,圣诞哥布灵,71428
MOBG_Red_Pouch_Of_Surprise,1246,甜饼人,214285
MOBG_Red_Pouch_Of_Surprise,1248,玩具士兵,214285
MOBG_Red_Pouch_Of_Surprise,1249,邪恶礼盒,214285
MOBG_Red_Pouch_Of_Surprise,1250,魔灵娃娃,71428
MOBG_Red_Pouch_Of_Surprise,1253,蝙蝠弓箭手,71428
MOBG_Red_Pouch_Of_Surprise,1254,奈吉鸟,214285
MOBG_Red_Pouch_Of_Surprise,1255,奈利虫,214285
MOBG_Red_Pouch_Of_Surprise,1256,单眼虫,214285
MOBG_Red_Pouch_Of_Surprise,1257,邪恶使者,71428
MOBG_Red_Pouch_Of_Surprise,1258,弓箭哥布灵,214285
MOBG_Red_Pouch_Of_Surprise,1259,狮鹫兽,71428
MOBG_Red_Pouch_Of_Surprise,1260,镜妖,71428
MOBG_Red_Pouch_Of_Surprise,1261,狂暴野猫,214285
MOBG_Red_Pouch_Of_Surprise,1262,半龙人,71428
MOBG_Red_Pouch_Of_Surprise,1263,风魔巫师,71428
MOBG_Red_Pouch_Of_Surprise,1264,人鱼士兵,71428
MOBG_Red_Pouch_Of_Surprise,1265,绿饼人,214285
MOBG_Red_Pouch_Of_Surprise,1266,海星,357142
MOBG_Red_Pouch_Of_Surprise,1267,卡拉特小丑,71428
MOBG_Red_Pouch_Of_Surprise,1268,血腥骑士,71428
MOBG_Red_Pouch_Of_Surprise,1269,古钟魔,71428
MOBG_Red_Pouch_Of_Surprise,1270,钟塔守护者,71428
MOBG_Red_Pouch_Of_Surprise,1271,鳄鱼人,71428
MOBG_Red_Pouch_Of_Surprise,1273,兽人女战士,214285
MOBG_Red_Pouch_Of_Surprise,1274,邪恶摩艾,71428
MOBG_Red_Pouch_Of_Surprise,1275,爱丽丝女仆,71428
MOBG_Red_Pouch_Of_Surprise,1276,幽灵弓箭手,71428
MOBG_Red_Pouch_Of_Surprise,1277,将军魔碑,214285
MOBG_Red_Pouch_Of_Surprise,1278,钟乳巨石怪,71428
MOBG_Red_Pouch_Of_Surprise,1279,三叶虫,214285
MOBG_Red_Pouch_Of_Surprise,1280,喷射哥布灵,214285
MOBG_Red_Pouch_Of_Surprise,1281,贤者虫,71428
MOBG_Red_Pouch_Of_Surprise,1282,犬妖弓箭手,214285
MOBG_Red_Pouch_Of_Surprise,1283,凯美拉,71428
MOBG_Red_Pouch_Of_Surprise,1289,狂暴蚁后,71428
MOBG_Red_Pouch_Of_Surprise,1290,邪骸战士长,71428
MOBG_Red_Pouch_Of_Surprise,1291,狂暴恶灵,71428
MOBG_Red_Pouch_Of_Surprise,1292,狂暴小恶魔,71428
MOBG_Red_Pouch_Of_Surprise,1293,狂暴克瑞米,71428
MOBG_Red_Pouch_Of_Surprise,1294,狂暴螳螂,71428
MOBG_Red_Pouch_Of_Surprise,1295,鹗枭男爵,71428
MOBG_Red_Pouch_Of_Surprise,1296,犬妖首领,71428
MOBG_Red_Pouch_Of_Surprise,1297,狂暴木乃伊,71428
MOBG_Red_Pouch_Of_Surprise,1298,腐尸首领,71428
MOBG_Red_Pouch_Of_Surprise,1299,哥布灵首领,71428
MOBG_Red_Pouch_Of_Surprise,1300,狂暴绿棉虫,71428
MOBG_Red_Pouch_Of_Surprise,1301,狂暴小土人,71428
MOBG_Red_Pouch_Of_Surprise,1302,迷幻之王,71428
MOBG_Red_Pouch_Of_Surprise,1303,狂暴蜂兵,71428
MOBG_Red_Pouch_Of_Surprise,1304,狂暴蜘蛛,71428
MOBG_Red_Pouch_Of_Surprise,1305,狂暴蜈蚣,71428
MOBG_Red_Pouch_Of_Surprise,1306,狂暴大脚熊,71428
MOBG_Red_Pouch_Of_Surprise,1307,狂暴月夜猫,71428
MOBG_Red_Pouch_Of_Surprise,1308,狂暴哥布灵,71428
MOBG_Red_Pouch_Of_Surprise,1309,狂暴鬼火,71428
MOBG_Red_Pouch_Of_Surprise,1310,狂暴米诺斯,71428
MOBG_Red_Pouch_Of_Surprise,1311,狂暴野猪,71428
MOBG_Red_Pouch_Of_Surprise,1313,流氓,71428
MOBG_Red_Pouch_Of_Surprise,1314,果树龟,71428
MOBG_Red_Pouch_Of_Surprise,1315,风灵龟,71428
MOBG_Red_Pouch_Of_Surprise,1316,岩石龟,71428
MOBG_Red_Pouch_Of_Surprise,1317,海豹宝宝,71428
MOBG_Red_Pouch_Of_Surprise,1318,火焰龟,71428
MOBG_Red_Pouch_Of_Surprise,1319,水灵龟,71428
MOBG_Red_Pouch_Of_Surprise,1320,鹗枭首领,71428
MOBG_Red_Pouch_Of_Surprise,1321,刺尾蜻蜓,71428
MOBG_Red_Pouch_Of_Surprise,1322,弹簧兔,71428
MOBG_Red_Pouch_Of_Surprise,1323,海獭,71428
MOBG_Red_Pouch_Of_Surprise,1365,阿修罗机械战士,71428
MOBG_Red_Pouch_Of_Surprise,1366,熔岩巨石,71428
MOBG_Red_Pouch_Of_Surprise,1367,火焰妖,71428
MOBG_Red_Pouch_Of_Surprise,1368,邪恶向日葵,71428
MOBG_Red_Pouch_Of_Surprise,1369,七彩大嘴鸟,71428
MOBG_Red_Pouch_Of_Surprise,1370,恶魔女仆,71428
MOBG_Red_Pouch_Of_Surprise,1371,伪天使,71428
MOBG_Red_Pouch_Of_Surprise,1372,魔羌,71428
MOBG_Red_Pouch_Of_Surprise,1374,恶魔侍者,71428
MOBG_Red_Pouch_Of_Surprise,1375,纸妖,71428
MOBG_Red_Pouch_Of_Surprise,1376,鸟人哈比,71428
MOBG_Red_Pouch_Of_Surprise,1377,邪灵魔导士,71428
MOBG_Red_Pouch_Of_Surprise,1378,天邪鬼,71428
MOBG_Red_Pouch_Of_Surprise,1379,七彩梦魇,71428
MOBG_Red_Pouch_Of_Surprise,1380,爆钻伞蜥,71428
MOBG_Red_Pouch_Of_Surprise,1381,暴焰野熊,71428
MOBG_Red_Pouch_Of_Surprise,1382,赤焰小恶魔,71428
MOBG_Red_Pouch_Of_Surprise,1383,爆炎蝙蝠,71428
MOBG_Red_Pouch_Of_Surprise,1384,七彩飞龙,71428
MOBG_Red_Pouch_Of_Surprise,1385,七彩地龙,71428
MOBG_Red_Pouch_Of_Surprise,1386,沙妖,71428
MOBG_Red_Pouch_Of_Surprise,1387,沙漠毒蝎,71428
MOBG_Red_Pouch_Of_Surprise,1390,薇欧莉,71428
MOBG_Red_Pouch_Of_Surprise,1391,啤酒企鹅,71428
MOBG_Red_Pouch_Of_Surprise,1392,直升机哥布灵,214285
MOBG_Red_Pouch_Of_Surprise,1400,伞妖,214285
MOBG_Red_Pouch_Of_Surprise,1401,火忍西怒毕,71428
MOBG_Red_Pouch_Of_Surprise,1402,牛蛙,71428
MOBG_Red_Pouch_Of_Surprise,1403,武士火枪兵,71428
MOBG_Red_Pouch_Of_Surprise,1404,米雅毕,214285
MOBG_Red_Pouch_Of_Surprise,1405,天狗,71428
MOBG_Red_Pouch_Of_Surprise,1406,钓鱼河童,71428
MOBG_Red_Pouch_Of_Surprise,1408,血蝴蝶,71428
MOBG_Red_Pouch_Of_Surprise,1409,元宵童子,214285
MOBG_Red_Pouch_Of_Surprise,1410,猴桃木,71428
MOBG_Red_Pouch_Of_Surprise,1412,恶云仙人,71428
MOBG_Red_Pouch_Of_Surprise,1413,人参精,71428
MOBG_Red_Pouch_Of_Surprise,1415,小花豹,214285
MOBG_Red_Pouch_Of_Surprise,1416,妖仙女,71428
MOBG_Red_Pouch_Of_Surprise,1417,拉链熊,214285
MOBG_Red_Pouch_Of_Surprise,1493,森林妖姬,71428
MOBG_Red_Pouch_Of_Surprise,1494,巨象甲虫,214285
MOBG_Red_Pouch_Of_Surprise,1495,石炮火树,71428
MOBG_Red_Pouch_Of_Surprise,1497,机木人,71428
MOBG_Red_Pouch_Of_Surprise,1498,伍坦弹弓手,214285
MOBG_Red_Pouch_Of_Surprise,1499,伍坦战士,71428
MOBG_Red_Pouch_Of_Surprise,1500,苗娃佩瑞丝,214285
MOBG_Red_Pouch_Of_Surprise,1503,鬼娃树,71428
MOBG_Red_Pouch_Of_Surprise,1504,无颅武士,71428
MOBG_Red_Pouch_Of_Surprise,1505,银月魔女,71428
MOBG_Red_Pouch_Of_Surprise,1506,假面鬼,71428
MOBG_Red_Pouch_Of_Surprise,1507,嗜血怪人,71428
MOBG_Red_Pouch_Of_Surprise,1508,万圣魔,214285
MOBG_Red_Pouch_Of_Surprise,1509,南瓜魂,214285
MOBG_Red_Pouch_Of_Surprise,1510,兔斯拉,71428
MOBG_Red_Pouch_Of_Surprise,1512,妖君,71428
MOBG_Red_Pouch_Of_Surprise,1513,狐仙,71428
MOBG_Red_Pouch_Of_Surprise,1514,舞狮,71428
MOBG_Red_Pouch_Of_Surprise,1515,卡仑宝宝,71428
MOBG_Red_Pouch_Of_Surprise,1516,米糕,71428
MOBG_Red_Pouch_Of_Surprise,1517,豹皮怪,71428
MOBG_Red_Pouch_Of_Surprise,1519,小青,71428
MOBG_Red_Pouch_Of_Surprise,1520,肉粽怪,71428
MOBG_Red_Pouch_Of_Surprise,1582,恶魔波利,71428
MOBG_Red_Pouch_Of_Surprise,1584,塔噜安,71428
MOBG_Red_Pouch_Of_Surprise,1586,群叶猫,71428
MOBG_Red_Pouch_Of_Surprise,1587,克莱本,71428
MOBG_Red_Pouch_Of_Surprise,1613,金属波利,71428
MOBG_Red_Pouch_Of_Surprise,1614,矿石魔,71428
MOBG_Red_Pouch_Of_Surprise,1615,黑曜石,71428
MOBG_Red_Pouch_Of_Surprise,1616,矿工魔,71428
MOBG_Red_Pouch_Of_Surprise,1617,废铁暖炉,71428
MOBG_Red_Pouch_Of_Surprise,1618,温古力安特,71428
MOBG_Red_Pouch_Of_Surprise,1619,三叶铁甲虫,71428
MOBG_Red_Pouch_Of_Surprise,1620,废气魔,71428
MOBG_Red_Pouch_Of_Surprise,1621,毒液魔,71428
MOBG_Red_Pouch_Of_Surprise,1622,玩偶熊,71428
