// アイテム価格データ（item_db.txtのデータにオーバーライドされます）
//ID,Name,Jname,Price,Sell,Not_DC,Not_OC
658,Tribal_Solidarity,組織の団結力,1000,,,
659,Her_Heart,彼女の想い,50,,,
660,,赤いろうそく,,,,
661,,高級エプロン,,,,
663,,中秋の餅,,,,
701,Ora_Ora,オラオラ,1000,,,
702,Animal_Gore,家畜の血,2,,,
703,Hinalle,ヒナレ,2,,,
704,Aloe,アロエ,2,,,
705,Clover,クローバー,10,,,
706,Four_Leaf_Clover,四葉のクローバー,2,,,
707,Singing_Plant,歌う草,2,,,
708,Ment,メント,2,,,
709,Izidor,イジドル,2,,,
710,Illusion_Flower,幻想の花,2,,,
711,Shoot,若芽,2,,,
712,Flower,花,2,,,
713,Empty_Bottle,空きビン,5,,,
714,Emperium,エンペリウム,2,,,
715,Yellow_Gemstone,イエロージェムストーン,600,,,
716,Red_Gemstone,レッドジェムストーン,700,,,
717,Blue_Gemstone,ブルージェムストーン,600,,,
718,Garnet,ガーネット,5000,,,
719,Amethyst,アメジスト,5000,,,
720,Aquamarine,アクアマリン,5000,,,
721,Emerald,エメラルド,5000,,,
722,Pearl,真珠,5000,,,
723,Ruby,ルビー,5000,,,
724,Cursed_Ruby,呪われたルビー,500,,,
725,Sardonyx,サードオニキス,5000,,,
726,Sapphire,サファイア,5000,,,
727,Opal,オパール,5000,,,
728,Topaz,トパーズ,5000,,,
729,Zircon,ジルコン,5000,,,
730,1carat_Diamond,ダイヤモンド１カラット,10000,,,
731,2carat_Diamond,ダイヤモンド２カラット,25000,,,
732,3carat_Diamond,ダイヤモンド３カラット,55000,,,
733,Cracked_Diamond,損傷したダイヤモンド,10,,,
734,Red_Frame,赤い額縁,3000,,,
735,Chung_Jah,青い陶磁器,5000,,,
736,China,白い皿,1000,,,
737,Black_Ladle,黒い杓子,500,,,
738,Pencil_Case,鉛筆立て,300,,,
739,Rouge,化粧品,10000,,,
740,Puppet,ぬいぐるみ,3000,,,
741,Poring_Doll,ポリン人形,1000,,,
742,Chonchon_Doll,チョンチョン人形,1800,,,
743,Spore_Doll,スポア人形,5000,,,
744,Bouquet,花たば,2000,,,
745,Wedding_Bouquet,ブーケ,10000,,,
746,Glass_Bead,ガラス玉,1500,,,
747,Crystal_Mirror,水晶鏡,30000,,,
748,Witherless_Rose,しおれないバラ,50000,,,
749,Frozen_Rose,氷バラ,35000,,,
750,Baphomet_Doll,バフォメット人形,6000,,,
751,Osiris_Doll,オシリス人形,6000,,,
752,Rocker_Doll,バッタ人形,4000,,,
753,Yoyo_Doll,サル人形,7000,,,
754,Racoon_Doll,タヌキ人形,7000,,,
756,Rough_Oridecon,オリデオコン原石,2,,,
757,Rough_Elunium,エルニウム原石,2,,,
901,Daenggie,ピッグテールリボン,250,,,
902,Tree_Root,木の根,12,,,
903,Reptile_Tongue,爬虫類の舌,50,,,
904,Scorpion_Tail,サソリの尻尾,168,,,
905,Stem,植物の茎,58,,,
906,Pointed_Scale,鱗の茎,70,,,
907,Resin,古木の露,128,,,
908,Spawn,かえるの卵,148,,,
909,Jellopy,ゼロピー,6,,,
910,Garlet,ガレット,40,,,
911,Scell,セルー,160,,,
912,Zargon,ジャルゴン,500,,,
913,Tooth_of_Bat,こうもりの牙,32,,,
914,Fluff,綿毛,8,,,
915,Chrysalis,さなぎの皮,8,,,
916,Feather_of_Birds,鳥の羽毛,10,,,
917,Talon,鳥のつめ,20,,,
918,Sticky_Webfoot,べとべと水かき,20,,,
919,Animal_Skin,獣の皮,36,,,
920,Wolf_Claw,狼の爪,58,,,
921,Mushroom_Spore,きのこの胞子,36,,,
922,Orc's_Fang,オークの牙,220,,,
923,Evil_Horn,悪魔の角,1020,,,
924,Powder_of_Butterfly,蝶の鱗粉,90,,,
925,Bill_of_Birds,鳥のくちばし,64,,,
926,Snake_Scale,蛇の鱗,82,,,
928,Insect_Feeler,虫の觸角,114,,,
929,Immortal_Heart,止まらない心臓,374,,,
930,Rotten_Bandage,くさった包帯,358,,,
931,Orcish_Voucher,オーク戦士の証,168,,,
932,Skel-Bone,スケルボーン,232,,,
934,Memento,死者の遺品,300,,,
935,Shell,かたい皮,12,,,
936,Scale_Shell,鱗のかけら,466,,,
937,Venom_Canine,毒の牙,158,,,
938,Sticky_Muscus,べとべとする液体,70,,,
939,Bee_Sting,ハチの針,32,,,
940,Grasshopper's_Leg,バッタの足,36,,,
941,Nose_Ring,鼻輪,568,,,
942,Yoyo_Tail,サルのしっぽ,114,,,
943,Solid_Shell,けっこうかたい皮,448,,,
944,Horseshoe,馬のひづめ,588,,,
945,Raccoon_Leaf,タヌキ木の葉,106,,,
946,Snail's_Shell,カタシムリの皮,64,,,
947,Horn,硬い角,106,,,
948,Bear's_Footskin,くまの足の裏,184,,,
949,Feather,やわらかな毛,20,,,
950,Heart_of_Mermaid,人魚の心臓,264,,,
951,Fin,背びれ,412,,,
952,Cactus_Needle,サボテンの針,82,,,
953,Stone_Heart,岩の心臓,184,,,
954,Shining_Scale,輝く鱗,466,,,
955,Worm_Peeling,蟲の皮,52,,,
956,Gill,トゲがついているエラ,342,,,
957,Decayed_Nail,亡者の爪,82,,,
958,Horrendous_Mouth,亡者の牙,390,,,
959,Stinky_Scale,くさった鱗,168,,,
960,Nipper,かにニッパ,114,,,
961,Conch,貝,158,,,
962,Tentacle,触手,70,,,
963,Sharp_scale,鋭い鱗,250,,,
964,Crab_Shell,かにのこうら,90,,,
965,Clam_Shell,貝殻,2,,,
966,Clam_Flesh,貝のむきみ,2,,,
967,Turtle_Shell,亀のこうら,2,,,
968,Heroic_Emblem,オーク勇者の証,3000,,,
969,Gold,黄金,10000,,,
970,Alchol,アルコール,100,,,
971,Detrimindexta,ディトリミン,100,,,
972,Karvodailnirol,カルボーディル,100,,,
973,Counteragent,中和剤,200,,,
974,Mixture,混合剤,200,,,
975,Scarlet_Dyestuffs,赤色の染料,1000,,,
976,Lemon_Dyestuffs,黄色の染料,1000,,,
978,Cobaltblue_Dyestuffs,青色の染料,1000,,,
979,Darkgreen_Dyestuffs,緑色の染料,1000,,,
980,Orange_Dyestuffs,紅色の染料,1000,,,
981,Violet_Dyestuffs,紫色の染料,1000,,,
982,White_Dyestuffs,白色の染料,1000,,,
983,Black_Dyestuffs,黒色の染料,1000,,,
984,Oridecon,オリデオコン,5,,,
985,Elunium,エルニウム,5,,,
986,Anvil,金敷,30000,,,
987,Oridecon_Anvil,オリデオコンの金敷,120000,,,
988,Golden_Anvil,黄金の金敷,300000,,,
989,Emperium_Anvil,エンペリウムの金敷,2,,,
990,Red_Blood,レッドブラッド,1000,,,
991,Crystal_Blue,クリスタルブルー,1000,,,
992,Wind_of_Verdure,ウィンドオブヴェルデュール,1000,,,
993,Green_Live,イエローライブ,1000,,,
994,Flame_Heart,フレイムハート,3000,,,
995,Mystic_Frozen,ミスティックフローズン,3000,,,
996,Rough_Wind,ラフウィンド,3000,,,
997,Great_Nature,グレイトネイチャ,3000,,,
998,Iron,鉄,100,,,
999,Steel,鋼鉄,1000,,,
1000,Star_Crumb,星のかけら,4500,,,
1001,Star_Dust,星の粉,1500,,,
1002,Iron_Ore,鉄鉱石,2,,,
1003,Coal,石炭,500,,,
1004,Chivalry_Emblem,忠節の証,2,,,
1005,Hammer_of_Blacksmith,鍛冶屋の金槌,2,,,
1006,Old_Magicbook,古い魔法書,2,,,
1007,Necklace_of_Wisdom,慧眼,2,,,
1008,Necklace_of_Oblivion,非情な心,2,,,
1009,Hand_of_God,聖痕,2,,,
1010,Phracon,プラコン,200,,,
1011,Emveretarcon,エンベルタコン,1000,,,
1012,Frill,トカゲの襟巻,250,,,
1013,Rainbow_Shell,華麗な蟲の皮,90,,,
1014,Ant_Jaw,蟻の顎,232,,,
1015,Tongue,長く細い舌,528,,,
1016,Rat_Tail,ねずみの尻尾,52,,,
1017,Mole_Whiskers,土竜のひげ,106,,,
1018,Mole_Claw,土竜の爪,210,,,
1019,Trunk,木屑,60,,,
1020,Black_Hair,長い髪,292,,,
1021,Dokkaebi_Horn,ドケビの角,292,,,
1022,Nine_Tails,狐の尻尾,650,,,
1023,Fish_Tail,魚の尻尾,196,,,
1024,Squid_Ink,墨汁,264,,,
1025,Cobweb,くもの糸,184,,,
1026,Acorn,どんぐり,98,,,
1027,Porcupine_Quill,ハリネズミの針,158,,,
1028,Mane,いのししのたてがみ,196,,,
1029,Tiger_Skin,虎の革,548,,,
1030,Tiger's_Footskin,虎の足裏,1500,,,
1031,Mantis_Scythe,かまきりの手,196,,,
1032,Maneater_Blossom,食人植物の花,196,,,
1033,Maneater_Root,食人植物の根,208,,,
1034,Blue_Hair,コボルトの毛,342,,,
1035,Dragon_Canine,ドラゴンの牙,484,,,
1036,Dragon_Scale,ドラゴンの鱗,500,,,
1037,Dragon_Tail,ドラゴンの尻尾,1200,,,
1038,Little_Evil_Horn,子悪魔の角,528,,,
1039,Little_Evil_Wing,子悪魔の翼,2000,,,
1040,Elder_Pixie's_Moustache,年寄り妖精のひげ,232,,,
1041,Lantern,ランタン,250,,,
1042,Bug_Leg,短い足,430,,,
1043,Orc_Claw,オークの爪,168,,,
1044,Zenorc's_Fang,ゼノークの歯,264,,,
1045,Cultish_Masque,神官の仮面,412,,,
1046,Scorpion_Nipper,サソリのはさみ,614,,,
1047,Dead_Medusa,メドゥーサの頭,548,,,
1048,Horrendous_Hair,蛇模様の髪,800,,,
1049,Skirt_of_Virgin,乙女の着物,1700,,,
1050,Tendon,血管,220,,,
1051,Detonator,雷管,450,,,
1052,Single_Cell,単細胞,46,,,
1053,Ancient_Tooth,古代魚の歯,548,,,
1054,Ancient_Lips,古代魚の唇,1000,,,
1055,Earthworm_Peeling,ミミズの皮,196,,,
1056,Grit,砂のかけら,306,,,
1057,Moth_Dust,蛾の羽粉,138,,,
1058,Moth_Wings,蛾の羽,200,,,
1059,Fabric,透明な布,306,,,
1060,Golden_Hair,金髪の髪,430,,,
1061,Witched_Starsand,魔女の星の砂,484,,,
1062,Jack_o'_Pumpkin,カボチャの頭,374,,,
1063,Fang,鋭い牙,680,,,
1064,Reins,馬の手綱,802,,,
1065,Trap,設置用トラップ,100,,,
1066,Fine-grained_Trunk,きめの細かい木屑,2,,,
1067,Solid_Trunk,硬い木屑,2,,,
1068,Barren_Trunk,乾いた木屑,2,,,
1069,Orange_Net_Mushroom,紅の毛網キノコ,2,,,
1070,Orange_Gooey_Mushroom_,紅の毛ベトベトキノコ,2,,,
1071,Unknown_Testtube,黒い液体の試験管,2,,,
1072,DEL_Message,マンスの手紙,2,,,
1073,Voucher,配達領収書,2,,,
1074,Voucher,配達領収書,2,,,
1075,Voucher,配達領収書,2,,,
1076,Voucher,配達領収書,2,,,
1077,Voucher,配達領収書,2,,,
1078,Voucher,配達領収書,2,,,
1079,Voucher,配達領収書,2,,,
1080,Voucher,配達領収書,2,,,
1081,DEL_Box,配達用の木箱,2,,,
1082,DEL_Box_,配達用の木箱,2,,,
1083,DEL_Box__,配達用の木箱,2,,,
1084,Kafra_Pass,カプラ利用券,2,,,
1085,Unknown_Testtube,黒い液体の試験管,2,,,
1086,Unknown_Testtube,黒い液体の試験管,2,,,
1087,Unknown_Testtube,黒い液体の試験管,2,,,
1088,Morroc_Solution,モロク水溶液,2,,,
1089,Payon_Solution,フェイヨン水溶液,2,,,
1090,Unknown_Testtube,黒い液体の試験管,2,,,
1091,DEL_Box,配達用の木箱,2,,,
1092,Empty_Testtube,空の試験管,3,,,
1093,Empty_Potion_Bottle,空のポーション瓶,10,,,
1094,Short_Daenggie,短いピッグテールリボン,278,,,
1095,Needle_of_Alarm,時計の針,796,,,
1096,Round_Shell,丸形の皮,954,,,
1097,Worn_Out_Page,古い本のページ,820,,,
1098,Manacles,手錠,658,,,
1099,Worn-out_Prison_Uniform,ボロボロ囚人服,466,,,
1101,Sword,ソード,100,,,
1102,Sword,ソード,100,,,
1103,Sword,ソード,100,,,
1104,Falchion,ファルシオン,1500,,,
1105,Falchion,ファルシオン,1500,,,
1106,Falchion,ファルシオン,1500,,,
1107,Blade,ブレイド,2900,,,
1108,Blade,ブレイド,2900,,,
1109,Blade,ブレイド,2900,,,
1110,Rapier,レイピア,10000,,,
1111,Rapier,レイピア,10000,,,
1112,Rapier,レイピア,10000,,,
1113,Scimiter,シミター,17000,,,
1114,Scimiter,シミター,17000,,,
1115,Scimiter,シミター,17000,,,
1116,Katana,カタナ,2000,,,
1117,Katana,カタナ,2000,,,
1118,Katana,カタナ,2000,,,
1119,Tsurugi,ツルギ,51000,,,
1120,Tsurugi,ツルギ,51000,,,
1121,Tsurugi,ツルギ,51000,,,
1122,Ring_Pommel_Saber,環頭太刀,24000,,,
1123,Haedonggum,海東剣,50000,,,
1124,Orcish_Sword,オーキッシュソード,20,,,
1125,Ring_Pommel_Saber,環頭太刀,24000,,,
1126,Saber,サーベル,49000,,,
1127,Saber,サーベル,49000,,,
1128,Haedonggum,海東剣,50000,,,
1129,Flamberge,フランベルジェ,60000,,,
1130,Nagan,ネイガン,20,,,
1131,Ice_Falchion,アイスファルシオン,20,,,
1132,Edge,エッジ,20,,,
1133,Fireblend,ファイアーブランド,20,,,
1134,Caesar's_Sword,シーザーズソード,20,,,
1135,Cutlus,カトラス,20,,,
1136,Solar_Sword,太陽剣,20,,,
1137,Excalibur,エクスキャリバー,20,,,
1138,Mysteltain,ミステールテイン,20,,,
1139,Talefing,テイルフィング,20,,,
1140,Byeollungum,別雲剣,20,,,
1141,Immaterial_Sword,無形剣,20,,,
1142,Jeweled_Sword,ジュエルソード,20,,,
1143,Gaia_Sword,ガイアソード,20,,,
1144,Sashimi,刺身包丁,20,,,
1145,,ホーリーアヴェンジャー,,,,
1151,Slayer,スレイヤー,15000,,,
1152,Slayer,スレイヤー,15000,,,
1153,Slayer,スレイヤー,15000,,,
1154,Bastard_Sword,バスタードソード,22500,,,
1155,Bastard_Sword,バスタードソード,22500,,,
1156,Bastard_Sword,バスタードソード,22500,,,
1157,Two-handed_Sword,ツーハンドソード,60000,,,
1158,Two-handed_Sword,ツーハンドソード,60000,,,
1159,Two-handed_Sword,ツーハンドソード,60000,,,
1160,Broad_Sword,ブロードソード,65000,,,
1161,Balmung,バルムン,20,,,
1162,Broad_Sword,ブロードソード,65000,,,
1163,Claymore,クレイモア,74000,,,
1164,Muramasa,村正,20,,,
1165,Masamune,正宗,20,,,
1166,Dragon_Slayer,ドラゴンスレイヤー,20,,,
1167,Schweizersabel,シュバイチェルシャベル,20,,,
1168,Zweihander,ツヴァイハンダー,20,,,
1169,Executioner,エクスキューショナー,20,,,
1170,Katzbalger,カッツバルゲル,20,,,
1201,Knife,ナイフ,50,,,
1202,Knife,ナイフ,50,,,
1203,Knife,ナイフ,50,,,
1204,Cutter,カッター,1250,,,
1205,Cutter,カッター,1250,,,
1206,Cutter,カッター,1250,,,
1207,Main_Gauche,マインゴーシュ,2400,,,
1208,Main_Gauche,マインゴーシュ,2400,,,
1209,Main_Gauche,マインゴーシュ,2400,,,
1210,Dirk,ダーク,8500,,,
1211,Dirk,ダーク,8500,,,
1212,Dirk,ダーク,8500,,,
1213,Dagger,ダガー,14000,,,
1214,Dagger,ダガー,14000,,,
1215,Dagger,ダガー,14000,,,
1216,Stiletto,スティレット,19500,,,
1217,Stiletto,スティレット,19500,,,
1218,Stiletto,スティレット,19500,,,
1219,Gladius,グラディウス,43000,,,
1220,Gladius,グラディウス,43000,,,
1221,Gladius,グラディウス,43000,,,
1222,Damascus,ダマスカス,49000,,,
1223,Fortune_Sword,フォーチュンソード,20,,,
1224,Swordbreaker,ソードブレイカー,20,,,
1225,Mailbreaker,メイルブレイカー,20,,,
1226,Damascus,ダマスカス,49000,,,
1227,Weeder_Knife,ウィーダーナイフ,20,,,
1228,Combat_Knife,コンバットナイフ,20,,,
1229,Mama's_Knife,包丁,20,,,
1230,House_Auger,錐,20,,,
1231,Bazerald,バゼラルド,20,,,
1232,Assassin Dagger,アサシンダガー,20,,,
1233,Excorcise,エキサーサイズ,20,,,
1234,Walgwanggum,月光剣,20,,,
1235,Azoth,アゾート,20,,,
1236,Sucsamad,スクサマッド,20,,,
1237,Grimtooth,オーガトゥース,20,,,
1238,Zenny_Knife,ゼニーナイフ,20,,,
1239,Poison_Knife,ポイズンナイフ,20,,,
1240,Princess_Knife,プリンセスナイフ,20,,,
1241,,カースダガー,,,,
1242,,カウンターダガー,,,,
1243,,初心者用マインゴーシュ,,,,
1250,Jur,ジュル,19500,,,
1251,Jur,ジュル,19500,,,
1252,Katar,カタール,41000,,,
1253,Katar,カタール,41000,,,
1254,Jamadhar,ジャマダハル,37200,,,
1255,Jamadhar,ジャマダハル,37200,,,
1256,Katar_of_Cold_Icicle,冷たい氷柱のカタール,45000,,,
1257,Katar_of_Dusty_Thornbush,尖ってるいばらのカタール,45000,,,
1258,Katar_of_ Raging_Blaze,爆炎のカタール,45000,,,
1259,Katar_of_Piercing_Wind,鎌イタチ,45000,,,
1260,Shaprpened_Legbone_of_Ghoul,デスナイフ,52500,,,
1261,Infiltrator,裏切り者,57000,,,
1301,Axe,アックス,500,,,
1302,Axe,アックス,500,,,
1303,Axe,アックス,500,,,
1304,Orcish_Axe,オーキッシュアックス,20,,,
1305,Cleaver,クリーヴァー,20,,,
1306,War_Axe,ウォーアクス,,,,
1351,Battle_Axe,バトルアックス,5400,,,
1352,Battle_Axe,バトルアックス,5400,,,
1353,Battle_Axe,バトルアックス,5400,,,
1354,Hammer,ハンマー,15500,,,
1355,Hammer,ハンマー,15500,,,
1356,Hammer,ハンマー,15500,,,
1357,Buster,バスター,34000,,,
1358,Buster,バスター,34000,,,
1359,Buster,バスター,34000,,,
1360,Two-handed_Axe,ツーハンドアックス,55000,,,
1361,Two-handed_Axe,ツーハンドアックス,55000,,,
1362,Two-handed_Axe,ツーハンドアックス,55000,,,
1363,Bloody_Axe,ブラッドアックス,20,,,
1364,Great_Axe,グレイトアックス,20,,,
1365,Sabbath,サバス,20,,,
1366,Light_Epsilon,ライトエプシロン,20,,,
1367,Slaughter,スローター,20,,,
1368,Tomahawk,トマホーク,20,,,
1369,Guillotine,ギロチン,20,,,
1401,Javelin,ジャベリン,150,,,
1402,Javelin,ジャベリン,150,,,
1403,Javelin,ジャベリン,150,,,
1404,Spear,スピアー,1700,,,
1405,Spear,スピアー,1700,,,
1406,Spear,スピアー,1700,,,
1407,Pike,パイク,3450,,,
1408,Pike,パイク,3450,,,
1409,Pike,パイク,3450,,,
1410,Lance,ランス,60000,,,
1411,Lance,ランス,60000,,,
1412,Lance,ランス,60000,,,
1413,Gungnir,グングニール,20,,,
1414,Gelerdria,ゲラドリア,20,,,
1415,Brocca,串,20,,,
1416,Tjungkuletti,テュングレティー,20,,,
1417,Poll_Axe,ポールアクス,20,,,
1451,Guisarme,ギザルム,13000,,,
1452,Guisarme,ギザルム,13000,,,
1453,Guisarme,ギザルム,13000,,,
1454,Glaive,グレイヴ,20000,,,
1455,Glaive,グレイヴ,20000,,,
1456,Glaive,グレイヴ,20000,,,
1457,Partizan,パルチザン,27000,,,
1458,Partizan,パルチザン,27000,,,
1459,Partizan,パルチザン,27000,,,
1460,Trident,トライデント,51000,,,
1461,Trident,トライデント,51000,,,
1462,Trident,トライデント,51000,,,
1463,Hallberd,ハルバード,54000,,,
1464,Hallberd,ハルバード,54000,,,
1465,Hallberd,ハルバード,54000,,,
1466,Cresent_Scythe,クレセントサイダー,20,,,
1467,Bill_Guisarme,ビルギザルム,20,,,
1468,Zephyrus,ゼピュロス,20,,,
1469,Longinus's_Spear,ロンギヌスの槍,20,,,
1470,Brionac,ブリューナク,20,,,
1471,Hellfire,ヘルファイア,20,,,
1472,Staff_of_Soul,スタッフオブソウル,,,,
1473,Wizardry_Staff,ウィザードスタッフ,,,,
1501,Club,クラブ,120,,,
1502,Club,クラブ,120,,,
1503,Club,クラブ,120,,,
1504,Mace,メイス,1600,,,
1505,Mace,メイス,1600,,,
1506,Mace,メイス,1600,,,
1507,Smasher,スマッシャー,9000,,,
1508,Smasher,スマッシャー,9000,,,
1509,Smasher,スマッシャー,9000,,,
1510,Flail,フレイル,16000,,,
1511,Flail,フレイル,16000,,,
1512,Flail,フレイル,16000,,,
1513,Morning_Star,モニングスター,41000,,,
1514,Morning_Star,モニングスター,41000,,,
1515,Morning_Star,モニングスター,41000,,,
1516,Sword_Mace,ソードメイス,50000,,,
1517,Sword_Mace,ソードメイス,50000,,,
1518,Sword_Mace,ソードメイス,50000,,,
1519,Chain,チェイン,23000,,,
1520,Chain,チェイン,23000,,,
1521,Chain,チェイン,23000,,,
1522,Stunner,スタナー,60000,,,
1523,Spike,スパイク,20,,,
1524,Golden_Mace,ゴールデンメイス,20,,,
1525,Long_Mace,ロングメイス,20,,,
1526,Slash,スラッシュ ,20,,,
1527,Quadrille,カドリール,20,,,
1528,Grand_Cross,グランドクロス,20,,,
1529,Iron_Driver,アイアンドライバー,20,,,
1530,Mjollnir,ミョルニール,20,,,
1531,Wrench,スパナ,20,,,
1550,Book,ブック,30000,,,
1551,Bible,バイブル,60000,,,
1552,Tablet,タブレット,51000,,,
1553,Book_of_Billows,荒れ狂う波の書,35000,,,
1554,Book_of_Mother_Earth,裂けた大地の書,35000,,,
1555,Book_of_Blazing_Sun,燃える太陽の書,35000,,,
1556,Book_of_Gust_of_Wind,乾いてる風の書,35000,,,
1557,Book_of_the_Apocalypse,黙示録,35000,,,
1558,Girl's_Diary,少女の日記,20,,,
1599,Angra_Mainyu,アーリマン,,,,
1601,Rod,ロッド,50,,,
1602,Rod,ロッド,50,,,
1603,Rod,ロッド,50,,,
1604,Wand,ワンド,2500,,,
1605,Wand,ワンド,2500,,,
1606,Wand,ワンド,2500,,,
1607,Staff,スタッフ,9500,,,
1608,Staff,スタッフ,9500,,,
1609,Staff,スタッフ,9500,,,
1610,Arc_Wand,アークワンド,45000,,,
1611,Arc_Wand,アークワンド,45000,,,
1612,Arc_Wand,アークワンド,45000,,,
1613,Mighty_Staff,マイトスタッフ,20,,,
1614,Wand_of_Occult,神官の杖,20,,,
1615,Bone_Wand,骸骨の杖,20,,,
1701,Bow,ボウ,1000,,,
1702,Bow,ボウ,1000,,,
1703,Bow,ボウ,1000,,,
1704,Composite_Bow,コンポジットボウ,2500,,,
1705,Composite_Bow,コンポジットボウ,2500,,,
1706,Composite_Bow,コンポジットボウ,2500,,,
1707,Great_Bow,グレイトボウ,10000,,,
1708,Great_Bow,グレイトボウ,10000,,,
1709,Great_Bow,グレイトボウ,10000,,,
1710,Cross_Bow,クロスボウ,17000,,,
1711,Cross_Bow,クロスボウ,17000,,,
1712,Cross_Bow,クロスボウ,17000,,,
1713,Arbalest,アーバレスト,48000,,,
1714,Gakkung,角弓,42000,,,
1715,Arbalest,アーバレスト,48000,,,
1716,Gakkung,角弓,42000,,,
1718,Hunter_Bow,ハンターボウ,64000,,,
1719,Roguemaster's_Bow,盗賊の弓,20,,,
1720,Rudra's_Bow,ルドラの弓,20,,,
1721,,連弩,,,,
1722,,バリスタ,,,,
1750,Arrow,矢,1,,,
1751,Silver_Arrow,銀の矢,3,,,
1752,Fire_Arrow,炎の矢,3,,,
1753,Steel_Arrow,鋼鉄の矢,3,,,
1754,Crystal_Arrow,水晶の矢,3,,,
