//item.txt＠AthenaDB計画 2004/08/22 12:51:37 +0900 (JST)
ID	Jname
705	クローバー
706	四葉のクローバー
707	歌う草
708	メント
709	イジドル
710	幻想の花
711	若芽
712	花
713	空きビン
714	エンペリウム
715	イエロージェムストーン
716	レッドジェムストーン
717	ブルージェムストーン
718	ガーネット
719	アメジスト
720	アクアマリン
721	エメラルド
722	真珠
723	ルビー
724	呪われたルビー
725	サードオニキス
726	サファイア
727	オパール
728	トパーズ
729	ジルコン
730	ダイヤモンド１カラット
731	ダイヤモンド２カラット
732	ダイヤモンド３カラット
733	損傷したダイヤモンド
734	赤い額縁
735	青い陶磁器
736	白い皿
737	黒い杓子
738	鉛筆立て
739	化粧品
740	ぬいぐるみ
741	ポリン人形
742	チョンチョン人形
743	スポア人形
744	花たば
745	ブーケ
746	ガラス玉
747	水晶鏡
748	しおれないバラ
749	氷バラ
750	バフォメット人形
751	オシリス人形
752	バッタ人形
753	サル人形
754	タヌキ人形
756	オリデオコン原石
757	エルニウム原石
901	ピッグテールリボン
902	木の根
903	爬虫類の舌
904	サソリの尻尾
905	植物の茎
906	鱗の茎
907	古木の露
908	かえるの卵
909	ゼロピー
910	ガレット
911	セルー
912	ジャルゴン
913	こうもりの牙
914	綿毛
915	さなぎの皮
916	鳥の羽毛
917	鳥のつめ
918	べとべと水かき
919	獣の皮
920	狼の爪
921	きのこの胞子
922	オークの牙
923	悪魔の角
924	蝶の鱗粉
925	鳥のくちばし
926	蛇の鱗
928	虫の觸角
929	止まらない心臓
930	くさった包帯
931	オーク戦士の証
932	スケルボーン
934	死者の遺品
935	かたい皮
936	鱗のかけら
937	毒の牙
938	べとべとする液体
939	ハチの針
940	バッタの足
941	鼻輪
942	サルのしっぽ
943	けっこうかたい皮
944	馬のひづめ
945	タヌキ木の葉
946	カタシムリの皮
947	硬い角
948	くまの足の裏
949	やわらかな毛
950	人魚の心臓
951	背びれ
952	サボテンの針
953	岩の心臓
954	輝く鱗
955	蟲の皮
956	トゲがついているエラ
957	亡者の爪
958	亡者の牙
959	くさった鱗
960	かにニッパ
961	貝
962	触手
963	鋭い鱗
964	かにのこうら
965	貝殻
966	貝のむきみ
967	亀のこうら
968	オーク勇者の証
969	黄金
970	アルコール
971	ディトリミン
972	カルボーディル
973	中和剤
974	混合剤
975	赤色の染料
976	黄色の染料
978	青色の染料
979	緑色の染料
980	紅色の染料
981	紫色の染料
982	白色の染料
983	黒色の染料
984	オリデオコン
985	エルニウム
986	金敷
987	オリデオコンの金敷
988	黄金の金敷
989	エンペリウムの金敷
990	レッドブラッド
991	クリスタルブルー
992	ウィンドオブヴェルデュール
993	イエローライブ
994	フレイムハート
995	ミスティックフローズン
996	ラフウィンド
997	グレイトネイチャ
998	鉄
999	鋼鉄
1000	星のかけら
1001	星の粉
1002	鉄鉱石
1003	石炭
1004	忠節の証
1005	鍛冶屋の金槌
1006	古い魔法書
1007	慧眼
1008	非情な心
1009	聖痕
1010	プラコン
1011	エンベルタコン
1012	トカゲの襟巻
1013	華麗な蟲の皮
1014	蟻の顎
1015	長く細い舌
1016	ねずみの尻尾
1017	土竜のひげ
1018	土竜の爪
1019	木屑
1020	長い髪
1021	ドケビの角
1022	狐の尻尾
1023	魚の尻尾
1024	墨汁
1025	くもの糸
1026	どんぐり
1027	ハリネズミの針
1028	いのししのたてがみ
1029	虎の革
1030	虎の足裏
1031	かまきりの手
1032	食人植物の花
1033	食人植物の根
1034	コボルトの毛
1035	ドラゴンの牙
1036	ドラゴンの鱗
1037	ドラゴンの尻尾
1038	子悪魔の角
1039	子悪魔の翼
1040	年寄り妖精のひげ
1041	ランタン
1042	短い足
1043	オークの爪
1044	ゼノークの歯
1045	神官の仮面
1046	サソリのはさみ
1047	メドゥーサの頭
1048	蛇模様の髪
1049	乙女の着物
1050	血管
1051	雷管
1052	単細胞
1053	古代魚の歯
1054	古代魚の唇
1055	ミミズの皮
1056	砂のかけら
1057	蛾の羽粉
1058	蛾の羽
1059	透明な布
1060	金髪の髪
1061	魔女の星の砂
1062	カボチャの頭
1063	鋭い牙
1064	馬の手綱
1065	設置用トラップ
1066	きめの細かい木屑
1067	硬い木屑
1068	乾いた木屑
1069	紅の毛網キノコ
1070	紅の毛ベトベトキノコ
1071	黒い液体の試験管
1072	マンスの手紙
1073	配達領収書
1074	配達領収書
1075	配達領収書
1076	配達領収書
1077	配達領収書
1078	配達領収書
1079	配達領収書
1080	配達領収書
1081	配達用の木箱
1082	配達用の木箱
1083	配達用の木箱
1084	カプラ利用券
1085	黒い液体の試験管
1086	黒い液体の試験管
1087	黒い液体の試験管
1088	モロク水溶液
1089	フェイヨン水溶液
1090	黒い液体の試験管
1091	配達用の木箱
1092	空の試験管
1093	空のポーション瓶
1094	短いピッグテールリボン
1095	時計の針
1096	丸形の皮
1097	古い本のページ
1098	手錠
1099	ボロボロ囚人服
1101	ソード
1102	ソード
1103	ソード
1104	ファルシオン
1105	ファルシオン
1106	ファルシオン
1107	ブレイド
1108	ブレイド
1109	ブレイド
1110	レイピア
1111	レイピア
1112	レイピア
1113	シミター
1114	シミター
1115	シミター
1116	カタナ
1117	カタナ
1118	カタナ
1119	ツルギ
1120	ツルギ
1121	ツルギ
1122	環頭太刀
1123	海東剣
1124	オーキッシュソード
1125	環頭太刀
1126	サーベル
1127	サーベル
1128	海東剣
1129	フランベルジェ
1130	ネイガン
1131	アイスファルシオン
1132	エッジ
1133	ファイアーブランド
1134	シーザーズソード
1135	カトラス
1136	太陽剣
1137	エクスキャリバー
1138	ミステルテイン
1139	テイルフィング
1140	別雲剣
1141	無形剣
1142	ジュエルソード
1143	ガイアソード
1144	刺身包丁
1145	ホーリーアヴェンジャー
1151	スレイヤー
1152	スレイヤー
1153	スレイヤー
1154	バスタードソード
1155	バスタードソード
1156	バスタードソード
1157	ツーハンドソード
1158	ツーハンドソード
1159	ツーハンドソード
1160	ブロードソード
1161	バルムン
1162	ブロードソード
1163	クレイモア
1164	村正
1165	正宗
1166	ドラゴンスレイヤー
1167	シュバイチェルシャベル
1168	ツヴァイハンダー
1169	エクスキューショナー
1170	カッツバルゲル
1201	ナイフ
1202	ナイフ
1203	ナイフ
1204	カッター
1205	カッター
1206	カッター
1207	マインゴーシュ
1208	マインゴーシュ
1209	マインゴーシュ
1210	ダーク
1211	ダーク
1212	ダーク
1213	ダガー
1214	ダガー
1215	ダガー
1216	スティレット
1217	スティレット
1218	スティレット
1219	グラディウス
1220	グラディウス
1221	グラディウス
1222	ダマスカス
1223	フォーチュンソード
1224	ソードブレイカー
1225	メイルブレイカー
1226	ダマスカス
1227	ウィーダーナイフ
1228	コンバットナイフ
1229	包丁
1230	錐
1231	バゼラルド
1232	アサシンダガー
1233	エキサーサイズ
1234	月光剣
1235	アゾート
1236	スクサマッド
1237	オーガトゥース
1238	ゼニーナイフ
1239	ポイズンナイフ
1240	プリンセスナイフ
1241	カースダガー
1242	カウンターダガー
1243	初心者用マインゴーシュ
1250	ジュル
1251	ジュル
1252	カタール
1253	カタール
1254	ジャマダハル
1255	ジャマダハル
1256	冷たい氷柱のカタール
1257	尖ってるいばらのカタール
1258	爆炎のカタール
1259	鎌イタチ
1260	デスナイフ
1261	裏切り者
1301	アックス
1302	アックス
1303	アックス
1304	オーキッシュアックス
1305	クリーヴァー
1306	ウォーアクス
1351	バトルアックス
1352	バトルアックス
1353	バトルアックス
1354	ハンマー
1355	ハンマー
1356	ハンマー
1357	バスター
1358	バスター
1359	バスター
1360	ツーハンドアックス
1361	ツーハンドアックス
1362	ツーハンドアックス
1363	ブラッドアックス
1364	グレイトアックス
1365	サバス
1366	ライトエプシロン
1367	スローター
1368	トマホーク
1369	ギロチン
1401	ジャベリン
1402	ジャベリン
1403	ジャベリン
1404	スピアー
1405	スピアー
1406	スピアー
1407	パイク
1408	パイク
1409	パイク
1410	ランス
1411	ランス
1412	ランス
1413	グングニール
1414	ゲラドリア
1415	串
1416	テュングレティー
1417	ポールアクス
1451	ギザルム
1452	ギザルム
1453	ギザルム
1454	グレイヴ
1455	グレイヴ
1456	グレイヴ
1457	パルチザン
1458	パルチザン
1459	パルチザン
1460	トライデント
1461	トライデント
1462	トライデント
1463	ハルバード
1464	ハルバード
1465	ハルバード
1466	クレセントサイダー
1467	ビルギザルム
1468	ゼピュロス
1469	ロンギヌスの槍
1470	ブリューナク
1471	ヘルファイア
1472	スタッフオブソウル
1473	ウィザードスタッフ
1501	クラブ
1502	クラブ
1503	クラブ
1504	メイス
1505	メイス
1506	メイス
1507	スマッシャー
1508	スマッシャー
1509	スマッシャー
1510	フレイル
1511	フレイル
1512	フレイル
1513	モニングスター
1514	モニングスター
1515	モニングスター
1516	ソードメイス
1517	ソードメイス
1518	ソードメイス
1519	チェイン
1520	チェイン
1521	チェイン
1522	スタナー
1523	スパイク
1524	ゴールデンメイス
1525	ロングメイス
1526	スラッシュ 
1527	カドリール
1528	グランドクロス
1529	アイアンドライバー
1530	ミョルニール
1531	スパナ
1550	ブック
1551	バイブル
1552	タブレット
1553	荒れ狂う波の書
1554	裂けた大地の書
1555	燃える太陽の書
1556	乾いてる風の書
1557	黙示録
1558	少女の日記
1599	アーリマン
1601	ロッド
1602	ロッド
1603	ロッド
1604	ワンド
1605	ワンド
1606	ワンド
1607	スタッフ
1608	スタッフ
1609	スタッフ
1610	アークワンド
1611	アークワンド
1612	アークワンド
1613	マイトスタッフ
1614	神官の杖
1615	骸骨の杖
1701	ボウ
1702	ボウ
1703	ボウ
1704	コンポジットボウ
1705	コンポジットボウ
1706	コンポジットボウ
1707	グレイトボウ
1708	グレイトボウ
1709	グレイトボウ
1710	クロスボウ
1711	クロスボウ
1712	クロスボウ
1713	アーバレスト
1714	角弓
1715	アーバレスト
1716	角弓
1718	ハンターボウ
1719	盗賊の弓
1720	ルドラの弓
1721	連弩
1722	バリスタ
1750	矢
1751	銀の矢
1752	炎の矢
1753	鋼鉄の矢
1754	水晶の矢
1755	風の矢
1756	岩石の矢
1757	無形の矢
1758	スタンアロー
1759	氷の矢
1760	フラッシュアロー
1761	カースアロー
1762	錆びた矢
1763	毒矢
1764	鋭い矢
1765	オリデオコンの矢
1766	破魔矢
1767	影矢
1768	スリープアロー
1769	サイレンスアロー
1770	鉄の矢
1801	バグナウ
1802	バグナウ
1803	ナックルダスター
1804	ナックルダスター
1805	ホラ
1806	ホラ
1807	フィスト
1808	フィスト
1809	クロー
1810	クロー
1811	フィンガー
1812	フィンガー
1813	カイザーナックル
1814	ベルセルク
1901	バイオリン
1902	バイオリン
1903	マンドリン
1904	マンドリン
1905	リュート
1906	リュート
1907	ギター
1908	ギター
1909	ハープ
1910	ハープ
1911	ゴムンゴ
1912	ゴムンゴ
1913	エレキギター
1950	ロープ
1951	ロープ
1952	ライン
1953	ライン
1954	ワイヤー
1955	ワイヤー
1956	ランテ
1957	ランテ
1958	テイル
1959	テイル
1960	ホイップ
1961	ホイップ
1962	ラリエット
1963	ラプチャーローズ
1964	シュメティ
2101	ガード
2102	ガード
2103	バックラー
2104	バックラー
2105	シールド
2106	シールド
2107	ミラーシールド
2108	ミラーシールド
2109	メモライズブック
2110	ホーリーガード
2111	神の使者
2112	初心者用ガード
2199	アフラマズダー
2201	サングラス
2202	サングラス
2203	グラス
2204	グラス
2205	ダイバーゴーグル
2206	ヴェール
2207	装飾用花
2208	リボン
2209	リボン
2210	ヘアバンド
2211	頭巾
2212	眼帯
2213	猫耳のヘアバンド
2214	ウサギのヘアバンド
2215	花のヘアバンド
2216	ビレタ
2217	ビレタ
2218	マスク
2219	マスク
2220	ハット
2221	ハット
2222	丸いぼうし
2223	丸いぼうし
2224	ゴーグル
2225	ゴーグル
2226	キャップ
2227	キャップ
2228	ヘルム
2229	ヘルム
2230	ジュエルヘルム
2231	ジュエルヘルム
2232	サークレット
2233	サークレット
2234	ティアラ
2235	クラウン
2236	サンタのぼうし
2237	顎ひげ
2238	口ひげ
2239	片目眼鏡
2240	ひげ
2241	白ひげ
2242	高級サングラス
2243	スピングラス
2244	大きなリボン
2245	スイートジェントル
2246	ゴールデンヘッドギア
2247	オールドスターロマンス
2248	ウェスタングレイス
2249	コロネット
2250	リボンのヘアバンド
2251	聖職者の帽子
2252	ウィザードハット
2253	装飾用ひまわり
2254	天使のヘアバンド
2255	悪魔のヘアバンド
2256	マジェスティックゴート
2257	真っ白いツノ
2258	シャープヘッドギア
2259	プロペラ
2260	ミニグラス
2261	プロンテラ軍帽
2262	ピエロの鼻
2263	義賊の眼帯
2264	ムナック帽
2265	デモ用のマスク
2266	アイアンケイン
2267	タバコ
2268	パイプタバコ
2269	花びら
2270	草の葉
2271	頭眼鏡
2272	停止表示板
2273	医者のヘアバンド
2274	亡者のヘアバンド
2275	バンダナ
2276	睨む目
2277	看護帽
2278	スマイルマスク
2279	導火線
2280	笠
2281	オペラ仮面
2282	魂のリング
2283	耳当て
2284	鹿の角
2285	名射手のりんご
2286	妖精の耳
2287	海賊の頭巾
2288	スクラッチマスク
2289	あれ
2290	葬式用の帽子
2291	蝶の仮面
2292	溶接マスク
2293	演劇の小道具
2294	スターダスト
2295	目隠し
2296	望遠鏡
2297	ゴブリン族の仮面
2298	緑の觸角
2299	オーク族のヘルム
2301	コットンシャツ
2302	コットンシャツ
2303	レザージャケット
2304	レザージャケット
2305	アドベンチャースーツ
2306	アドベンチャースーツ
2307	メントル
2308	メントル
2309	ロングコート
2310	ロングコート
2311	ミンクのコート
2312	アーマー
2313	アーマー
2314	メイル
2315	メイル
2316	プレート
2317	プレート
2318	ロードクロース
2319	グリッタリングクロース
2320	フォーマルスーツ
2321	シルクローブ
2322	シルクローブ
2323	スケーピューラ
2324	スケーピューラ
2325	セイントローブ
2326	セイントローブ
2327	ホーリーローブ
2328	ウドゥンメイル
2329	ウドゥンメイル
2330	タイツ
2331	タイツ
2332	シルバーローブ
2333	シルバーローブ
2334	マジックコート
2335	シーフクロース
2336	シーフクロース
2337	忍者スーツ
2338	ウェディングドレス
2339	ブリーフ
2340	初心者用胸当て
2341	フルプレート
2342	フルプレート
2343	キャスティングローブ
2344	[ルシウス] 火山の激しさ
2345	[ルシウス] 火山の激しさ
2346	[シャピニハ] 海の叫び
2347	[シャピニハ] 海の叫び
2348	[エベシ] 嵐のうねり
2349	[エベシ] 嵐のうねり
2350	[クレイトス] 大地の裂け目
2351	[クレイトス] 大地の裂け目
2352	初心者用忍者スーツ
2401	サンダル
2402	サンダル
2403	シューズ
2404	シューズ
2405	ブーツ
2406	ブーツ
2407	ガラスの靴
2408	足鎖
2409	ハイヒール
2410	スレイプニール
2411	グリーブ
2412	グリーブ
2413	安全靴
2414	初心者用ビーチサンダル
2415	うさぎスリッパ
2501	フード
2502	フード
2503	マフラー
2504	マフラー
2505	マント
2506	マント
2507	昔の領主のマント
2508	ぼろマント
2509	サバイバルマント
2510	初心者用フード
2601	リング
2602	イヤリング
2603	ネックレス
2604	グローブ
2605	ブローチ
2607	クリップ
2608	ロザリー
2609	骸骨の指輪
2610	金の指輪
2611	銀の指輪
2612	花の指輪
2613	ダイヤの指輪
2614	デュラハンアイ
2615	セイフティリング
2616	クリティカルリング
2617	神官の手袋
2618	マタの首輪
2619	弓用の指貫
2620	盗賊の指輪
2621	リング
2622	イヤリング
2623	ネックレス
2624	グローブ
2625	ブローチ
2626	ロザリオ
2627	ベルト
2628	ノービスアミュレット
2629	メギンギョルド
2630	ブリーシンガメン
2631	アニバーサリーリング
2634	結婚指輪
2635	結婚指輪
2636	ゴールドXmasリング
2637	シルバーXmasリング
2638	ピサ香包
2639	駆魔香包
2640	カプラ指輪
4001	ポリンカード
4002	ファブルカード
4003	プパカード
4004	ドロップスカード
4005	サンタポリンカード
4006	ルナティックカード
4007	ペコペコの卵カード
4008	ピッキカード
4009	チョンチョンカード
4010	ウィローカード
4011	すごいピッキカード
4012	盗蟲の卵カード
4013	アンドレの卵カード
4014	ロッダフロッグカード
4015	コンドルカード
4016	盗蟲カード
4017	サベージベベカード
4018	アンドレの幼虫カード
4019	ホーネットカード
4020	ファミリアカード
4021	ロッカーカード
4022	スポアカード
4023	子デザートウルフカード
4024	プランクトンカード
4025	スケルトンカード
4026	雌盗蟲カード
4027	ククレカード
4028	タロウカード
4029	ウルフカード
4030	マンドラゴラカード
4031	ペコペコカード
4032	アンバーナイトカード
4033	ポポリンカード
4034	ワームテールカード
4035	ヒドラカード
4036	ムカーカード
4037	スネイクカード
4038	ゾンビカード
4039	スタイナーカード
4040	クリーミーカード
4041	コーコーカード
4042	スチールチョンチョンカード
4043	アンドレカード
4044	スモーキーカード
4045	ホルンカード
4046	マーティンカード
4047	ゴーストリングカード
4048	ポイズンスポアカード
4049	バドンカード
4050	雄盗蟲カード
4051	ヨーヨーカード
4052	エルダーウィローカード
4053	ビタタカード
4054	エンジェリングカード
4055	マリナカード
4056	ダスティネスカード
4057	メタルラカード
4058	タラフロッグカード
4059	兵隊アンドレカード
4060	ゴブリンカード
4061	カナトゥスカード
4062	アナコンダクカード
4063	キャラメルカード
4064	ゼロムカード
4065	カホカード
4066	オークウォリアーカード
4067	メガロドンカード
4068	スコーピオンカード
4069	ドレインリアーカード
4070	エギラカード
4071	オークゾンビカード
4072	ゴーレムカード
4073	パイレーツスケルカード
4074	ビックフットカード
4075	アルゴスカード
4076	白蓮玉カード
4077	フェンカード
4078	サベージカード
4079	マンティスカード
4080	フローラカード
4081	ホードカード
4082	デザートウルフカード
4083	ラフレシアカード
4084	マリンスフィアーカード
4085	オークスケルトンカード
4086	ソルジャースケルトンカード
4087	ガイアスカード
4088	フリルドラカード
4089	ソードフィッシュカード
4090	ムナックカード
4091	コボルドカード
4092	スケルワーカーカード
4093	オボンヌカード
4094	アーチャースケルトンカード
4095	マルスカード
4096	ゼノークカード
4097	マーターカード
4098	ドケビカード
4099	パサナカード
4100	ソヒーカード
4101	サンドマンカード
4102	ウィスパーカード
4103	ホロンカード
4104	レクイエムカード
4105	マルクカード
4106	マミーカード
4107	ベリットカード
4108	ミストカード
4109	ジャックカード
4110	グールカード
4111	ストラウフカード
4112	マルドゥークカード
4113	マリオネットカード
4114	アルギオペカード
4115	ハンターフライカード
4116	イシスカード
4117	サイドワインダーカード
4118	プティットカード
4119	バースリーカード
4120	プティットカード
4121	フリオニカード
4122	デビルチカード
4123	エドガカード
4124	メドゥーサカード
4125	デビアスカード
4126	ミノタウロスカード
4127	ナイトメアカード
4128	黄金蟲カード
4129	バフォメットジュニアカード
4130	スコーピオンキングカード
4131	月夜花カード
4132	ミストレスカード
4133	レイドリックカード
4134	ドラキュラカード
4135	オークロードカード
4136	カーリッツバーグカード
4137	ドレイクカード
4138	アヌビスカード
4139	ジョーカーカード
4140	深淵の騎士カード
4141	イビルドルイドカード
4142	ドッペルゲンガーカード
4143	オークヒーローカード
4144	オシリスカード
4145	ヴェルゼブブカード
4146	マヤーカード
4147	バフォメットカード
4148	ファラオカード
5001	ヘッドフォン
5002	ジュエルクラウン
5003	ピエロの帽子
5004	酸素マスク
5005	ガスマスク
5006	ハートファンデーション
5007	ロードサークレット
5008	仮初めの恋
5009	工事帽
5010	インディアンのヘアバンド
5011	アンテナ
5012	学者帽
5013	ロードカホの角
5014	えらヘルム
5015	装飾用卵殻
5016	学生帽
5017	ボーンヘルム
5018	羽毛帽子
5019	コルセア
5020	カプラヘアバンド
5021	お金を失った者の心
5022	太陽神の兜
5023	風呂敷包み
5024	ケーキ帽
5025	天使の兜
5026	コック帽
5027	とんがり帽子
5028	ろうそく
5029	スポア帽
5030	パンダ帽
5031	鉱山ヘルメット
5032	おしゃれな帽子
5033	たぬき帽
5034	電球のヘアバンド
5035	ポリン帽
5036	十字架のヘアバンド
5037	木の実
5038	子悪魔帽
5039	まだら卵殻
5040	ほお紅
5041	ハートのヘアピン
5042	シニョンキャップ
5043	ファントムマスク
5044	悪魔の羽
5045	シルクハット
5046	ボンゴン帽
5047	ファッションサングラス
5048	三日月のヘアピン
5049	縞のバンダナ
5050	神秘の木の実
5051	猫鈴
5052	青いバンダナ
5053	スフィンクス帽
5054	アサシンマスク
5055	初心者用偽卵殻
5056	愛の実
5057	黒い猫耳
5058	垂れた猫
5059	ベアス帽子
5060	コカル帽子
5061	花のヘアピン
5062	麦藁帽
5063	絆創膏
5064	変身木の葉
5065	青い魚
5066	サキュバスの角
5067	ソンブレロ
5068	悪魔羽の耳飾り
5069	狐仮面
5070	熱血鉢巻
5071	インディアンのバンダナ
5072	インキュバスの角
5073	姿勢矯正帽子
5074	天使羽の耳飾り
5075	カウボーイハット
5076	ニット帽
5077	チューリップのヘアピン
5078	ラッコ帽子
5079	X字ヘアピン
5080	古代女王の王冠
5081	ミストレスの王冠
5082	きのこのバンダナ
5083	赤いテールリボン
5084	面倒な狸
5085	小さなリボン
5086	アラーム仮面
5087	無表情仮面
5088	仰天仮面
5089	面倒な仮面
5090	ゴブリンリーダーの仮面
5091	ソヒーの鈴飾り
5092	修道女の帽子
5093	修道女の帽子
5094	オークヒーローの兜
5096	アサシンマスク
5097	2周年記念帽子
7001	カビの粉
7002	オーガの牙
7003	アノリアンの皮膚
7004	ドロの塊
7005	ドクロ
7006	赤いコウモリの翼
7007	おおネズミの爪
7008	めちゃ硬い角
7009	華麗な皮
7010	鋼鉄のようなサソリの尻尾
7011	猿の爪
7012	堅い鱗の茎
7013	サンゴ
7014	古いポートレート
7015	追憶のしおり
7016	古いスプーン
7017	執行人の手袋
7018	小さい枝
7019	ロキのささやき
7020	母さんの悪夢
7021	盲人の愚かさ
7022	古い柄
7023	闇に沈んだ刃
7024	血に染まった刃
7025	魔王の嘆き
7026	時計塔のカギ
7027	時計塔地下のカギ
7028	対戦招待券
7029	対戦観覧券
7030	砂漠狼の爪
7031	古いフライパン
7032	割れた卵のかけら
7033	毒キノコの胞子
7034	穴が開いている赤い靴下
7035	マッチ
7036	ハティーの牙
7037	整理券
7038	毛糸
7039	初心者の名札
7040	メガホン
7041	きれいな小石
7042	底なし皮袋
7043	きれいな砂
7044	精力剤
7045	魔法の塗料
7046	カートのパーツ
7047	アリスのエプロン
7048	グリフォンの爪
7049	石
7050	木綿の敷物
7051	シルクの敷物
7052	古雑誌
7053	サイファー
7054	ブリガン
7055	動物のあれ
7056	カプラ職員の月給明細書
7057	ギャラルホルン
7058	グレイプニール
7059	カプラ倉庫無料利用券
7060	カプラワープ無料利用券
7061	カプラカート無料利用券
7062	亀の甲羅
7063	柔らかい羽毛
7064	とんぼの羽
7065	ラッコの毛皮
7066	氷片
7067	石片
7068	燃えた木
7069	壊れた鎧
7070	割れた甲羅
7071	ぼろぼろの服
7072	さびた手裏剣
7073	フレイアの宝石
7074	トールのグローブ
7075	アイアンメイデン
7076	未知の歯車
7077	銀の装飾
7078	ヴァルキリーの怒り
7079	天使の羽毛
7080	猫の足音
7081	女人のひげ
7082	石の根
7083	魚の魂
7084	鳥の唾
7085	熊の筋
7086	太陽神の象徴
7087	魂の息吹
7088	雪の結晶
7089	嵐の徴兆
7090	静かな波
7091	押し寄せる波
7092	流れる空気
7093	歯車
7094	未知の欠片
7095	壊れた金属の欠片
7096	冷めた溶岩
7097	燃えている心臓
7098	火種
7099	古い魔法陣
7100	鋭い葉っぱ
7101	ペコペコの羽
7102	悪夢
7103	中身のわからない瓶
7104	偽天使の羽
7105	偽天使の輪
7106	山羊の角
7107	山羊の毛皮
7108	壊れた盾の欠片
7109	輝く槍の穂先
7110	壊れた剣
7111	なめらかな紙
7112	不気味な紙片
7113	壊れた錫杖
7114	ツタンカーメンマスク
7115	ハーピーの羽
7116	ハーピーの爪
7117	破れた魔法書
7118	破れた巻物
7119	菌糸
7120	燃えている馬の蹄
7121	蜜の瓶
7122	熱い毛
7123	ドラゴンの皮
7124	砂の塊
7125	さそりニッパ
7126	でっかいゼロピー
7127	アルコール製造の書
7128	ファイアーボトル製造の書
7129	アシッドボトル製造の書
7130	プラントボトル製造の書
7131	マインボトル製造の書
7132	コーティング薬製造の書
7133	スリムポーション製造の書
7134	乳鉢
7135	ファイアーボトル
7136	アシッドボトル
7137	プラントボトル
7138	マインボトル
7139	コーティング薬
7140	生命の種子
7141	イグドラシルの露
7142	エンブリオ
7143	飼育ポット
7144	ポーション製造の書
7145	ラグナロクＴシャツ
7146	バカンスチケット
7147	ジャスミン
7148	母さんの手紙
7149	黄色い皿
7150	竹筒
7151	油紙
7152	つややかな髪
7153	古い着物
7154	毒の粉
7155	ガマ蛙の皮
7156	壊れた手裏剣
7157	黒い_覆面
7158	割れた酒壺
7159	天狗の鼻
7160	通行手形
7161	黒い熊の皮
7162	雲のかけら
7163	かたい触角
7164	とてもかたい桃
7165	透明な羽衣
7166	柔らかい布
7167	謎のチャック
7168	大きな蝶の羽
7169	羅盤
7170	タキシード
7171	豹の皮
7172	豹の爪
7173	ボストンバッグ
7174	包装リボン
7175	包装紙
7176	国王の証明書
7177	スタージュエルのかけら
7178	スタージュエル
7179	寄付証明書
7180	ハンソンボングの紹介状
7181	物品受領書
7182	カカオ
7183	妹からの手紙
